0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
0	100	0	130	1
